ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000774,Leaf number at floral initiation,Plant trait data type,,LeafNumberAtFloralInit_brch,PlantTraitDataType.txt,"The total count of leaves present on a plant when reproductive development begins, representing the vegetative growth completed before flowering. This leaf number at floral initiation affects final plant size and influences resource allocation between vegetative and reproductive growth.",,,,Class,,,,,Plant,Leaf,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000775,Heat requirement for spring leafout/dehardening,Plant trait data type,,Hours4Leafout_brch,PlantTraitDataType.txt,"The accumulated thermal time required for plants to break winter dormancy and initiate spring leaf emergence, measured in hours of favorable temperatures. This heat requirement for spring leafout and dehardening determines seasonal growth timing and affects vegetation phenology responses to warming temperatures.",,,,Class,,h,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000776,Cold requirement for autumn leafoff/hardening,Plant trait data type,,Hours4LeafOff_brch,PlantTraitDataType.txt,"Cold requirement for autumn leafoff/hardening (VRNF) refers to the amount of cold exposure (in terms of temperature and duration) required by certain plant species to trigger their transition to autumn or winter mode, which typically involves shedding leaves (leafoff) and/or undergoing physiological changes to harden or prepare for the harsh winter conditions. This cold requirement is typically expressed as a specific number of chill hours (hours of exposure to temperatures below a certain threshold). Understanding this requirement is important for predicting the seasonal behaviour and geographic distribution of plants, as well as simulating ecosystem responses to changes in climate.",,,VRNF,Class,,h,,Cold requirement,Plant,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000778,Leaf growth stage counter,Plant trait data type,,KLowestGroLeafNode_brch,PlantTraitDataType.txt,"A numerical index that tracks the developmental stage or maturity level of individual leaves within plant canopies, providing information about leaf phenology and growth progression. This parameter is essential for modeling leaf area development, photosynthetic capacity changes, and seasonal patterns of canopy structure in vegetation growth models and ecological studies.",,,,Class,,,,,,Leaf,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0000779,Number of minimum leafed nodes used in growth allocation,Plant trait data type,,KMinNumLeaf4GroAlloc_brch,PlantTraitDataType.txt,"The minimum count of nodes bearing leaves that are considered in algorithms for distributing growth resources and biomass allocation within plant architectural models. This parameter controls how plant growth models simulate resource distribution patterns and affects predictions of canopy development, branching patterns, and overall plant structural dynamics in ecological and agricultural applications.",,,,Class,,,,,,,,Count,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:0000781,Rate of leaf initiation at 25 oC,Plant trait data type,,RefLeafAppearRate_pft,PlantTraitDataType.txt,"The rate of new leaf production per unit time at a standardized temperature of 25 degrees Celsius, representing the intrinsic leaf development capacity under optimal thermal conditions. This rate of leaf initiation at 25 degrees Celsius is used to calibrate temperature responses of leaf development in vegetation models.",,,,Class,,h-1,Standard ambient temperature,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000782,Leaf length:width ratio,Plant trait data type,,rLen2WidthLeaf_pft,PlantTraitDataType.txt,"The ratio of leaf length to leaf width, representing leaf shape and morphological characteristics that affect light interception and water loss patterns. This leaf length to width ratio influences photosynthetic efficiency and transpiration rates in plant canopies.",,,WDLF,Class,,,,,,Leaf,,Ratio,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000783,Leaf area:mass during growth,Plant trait data type,,SLA1_pft,PlantTraitDataType.txt,"The ratio of leaf surface area to leaf dry mass during active growth periods, representing leaf construction efficiency and photosynthetic investment strategies. This leaf area to mass during growth affects light capture per unit of biomass investment and influences plant competitive ability and resource use efficiency.",,,,Class,,m2 g-1,,,Leaf,Mass|Area,Growth,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000784,Threshold temperature for spring leafout/dehardening,Plant trait data type,,TC4LeafOut_pft,PlantTraitDataType.txt,"The critical air temperature that triggers spring leaf emergence and loss of cold tolerance in deciduous plants, representing the thermal threshold for seasonal growth resumption. This threshold temperature for spring leafout and dehardening determines vegetation phenology timing and affects growing season length under temperature variability.",,,TCZ,Class,,oC,,Temperature,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000785,Petiole length:mass during growth,Plant trait data type,,PetoLen2Mass_pft,PlantTraitDataType.txt,"The ratio of petiole length to petiole mass during active growth periods, representing petiole construction efficiency and support structure investment. This petiole length to mass during growth affects leaf positioning and mechanical support per unit of biomass investment.",,,,Class,,m g-1,,Mass,Growth,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000786,Hours above threshold temperature required for spring leafout/dehardening,Plant trait data type,,HourReq4LeafOut_brch,PlantTraitDataType.txt,The accumulated duration of favorable temperatures above a critical threshold required for plants to complete spring dormancy release and leaf emergence. This hours above threshold temperature required for spring leafout and dehardening determines phenological timing and affects vegetation response to temperature patterns.,,,,Class,,h,,Temperature,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000787,Number of branches of the plant,Plant trait data type,,NumOfBranches_pft,PlantTraitDataType.txt,"The total count of lateral shoots or branches on an individual plant, representing architectural complexity and resource allocation to structural development. This number of branches of the plant affects canopy structure and influences light interception and competitive ability.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000788,Main branch number,Plant trait data type,,BranchNumber_pft,PlantTraitDataType.txt,"The count of primary lateral shoots originating directly from the main stem, representing the basic architectural structure of plant branching. This main branch number affects canopy architecture and influences light distribution and resource allocation patterns.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000789,Branch number id,Plant trait data type,,BranchNumber_brch,PlantTraitDataType.txt,An identification code or index assigned to individual branches for tracking purposes in plant architectural analysis and modeling. This branch number identification enables systematic monitoring of branch-specific growth and phenological processes.,,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000790,Number of main branch,Plant trait data type,,MainBranchNum_pft,PlantTraitDataType.txt,"The total count of primary branches emerging from the central stem or trunk, representing the fundamental branching pattern of plant architecture. This number of main branch determines structural complexity and affects mechanical stability and resource distribution.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000791,Branch phenology flag for senescence,Plant trait data type,,Prep4Literfall_brch,PlantTraitDataType.txt,A binary indicator marking whether a branch has initiated senescence processes that lead to leaf and tissue abscission. This branch phenology flag for senescence tracks the timing of seasonal or stress-induced senescence events in plant phenological models.,,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000792,Hour counter for phenological senescence of a branch,Plant trait data type,,Hours4LiterfalAftMature_brch,PlantTraitDataType.txt,The accumulated time in hours from maturity to the completion of senescence and litterfall processes in individual branches. This hour counter for phenological senescence of a branch quantifies the duration of senescence and affects nutrient cycling timing.,,,,Class,,h,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000793,Branch phenological senescence flag,Plant trait data type,,doSenescence_brch,PlantTraitDataType.txt,"A binary indicator marking whether active senescence processes are occurring in a branch, including leaf color change and abscission preparation. This branch phenological senescence flag determines resource remobilization timing and affects seasonal nutrient cycling patterns.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000794,Branch phenological remobilization flag,Plant trait data type,,doRemobilization_brch,PlantTraitDataType.txt,"A binary indicator marking whether nutrient remobilization processes are active in a branch, involving the transfer of nutrients from senescing tissues to storage organs. This branch phenological remobilization flag affects nutrient conservation efficiency and influences plant resource economy.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000795,Branch phenological flag for leafout initialization,Plant trait data type,,doInitLeafOut_brch,PlantTraitDataType.txt,"A binary indicator marking the initiation of spring leafout processes in a branch, including bud break preparation and early leaf development. This branch phenological flag for leafout initialization determines growing season onset and affects canopy development timing.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000796,Branch phenological flag for leafout,Plant trait data type,,doPlantLeafOut_brch,PlantTraitDataType.txt,A binary indicator marking active leaf emergence and expansion processes in a branch during spring or favorable conditions. This branch phenological flag for leafout tracks canopy development progress and affects photosynthetic capacity establishment.,,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000797,Branch phenological flag for leaf off,Plant trait data type,,doPlantLeaveOff_brch,PlantTraitDataType.txt,A binary indicator marking the occurrence of leaf abscission and fall processes in a branch during autumn or stress conditions. This branch phenological flag for leaf off determines defoliation timing and affects seasonal carbon cycling patterns.,,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000798,Flag to detect branch death,Plant trait data type,,iPlantBranchState_brch,PlantTraitDataType.txt,"A binary indicator used to identify when a branch has died due to stress, damage, or natural senescence processes. This flag to detect branch death enables tracking of branch mortality and affects carbon allocation and canopy structure in vegetation models.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000799,Branch nonstructural carbon content required for new branch,Plant trait data type,,NonstCMinConc2InitBranch_pft,PlantTraitDataType.txt,"The minimum concentration of mobile carbon compounds needed to initiate new branch development, including sugars and other energy-rich compounds. This branch nonstructural carbon content required for new branch determines branching capacity and affects plant architectural development under resource limitation.",,,,Class,,g g-1,Branch,Content,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000800,Normalized node number during vegetative growth stages,Plant trait data type,,NodeNumNormByMatgrp_brch,PlantTraitDataType.txt,"The standardized count of stem nodes during vegetative development, adjusted for maturity group and growth conditions to enable comparison across varieties. This normalized node number during vegetative growth stages tracks developmental progress and affects leaf production capacity.",,,,Class,,,,Number,Node,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000801,Gain in normalized node number during vegetative growth stages,Plant trait data type,,HourlyNodeNumNormByMatgrp_brch,PlantTraitDataType.txt,"The rate of increase in standardized node count per unit time during vegetative development, representing the tempo of structural development. This gain in normalized node number during vegetative growth stages determines canopy expansion rate and affects resource acquisition potential.",,,,Class,,h-1,,,Plant,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000802,Gain in normalized node number during reproductive growth stages,Plant trait data type,,dReproNodeNumNormByMatG_brch,PlantTraitDataType.txt,"The rate of increase in standardized node count per unit time during reproductive development, representing the tempo of flower and fruit production sites. This gain in normalized node number during reproductive growth stages determines reproductive capacity and affects seed production potential.",,,,Class,,h-1,,,Plant,Node,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000803,Shoot node number,Plant trait data type,,ShootNodeNum_brch,PlantTraitDataType.txt,"The total count of nodes present on individual shoots or branches, representing the structural complexity and developmental stage of plant architecture. This shoot node number affects leaf arrangement patterns and influences photosynthetic surface area distribution.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000804,Node number at floral initiation,Plant trait data type,,NodeNum2InitFloral_brch,PlantTraitDataType.txt,"The total count of nodes present on a plant stem when flowering processes begin, representing the vegetative development completed before reproductive transition. This node number at floral initiation determines potential flower and fruit production sites and affects final reproductive output.",,,,Class,,,,Number,Plant,Node,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000805,Normalized node number during reproductive growth stages,Plant trait data type,,ReprodNodeNumNormByMatrgrp_brch,PlantTraitDataType.txt,"The standardized count of stem nodes during reproductive development, adjusted for maturity group to enable comparison of reproductive development across varieties. This normalized node number during reproductive growth stages tracks flowering progression and affects reproductive site availability.",,,,Class,,,,,Plant,Node number,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000806,Node number at anthesis,Plant trait data type,,NodeNumberAtAnthesis_brch,PlantTraitDataType.txt,"The total count of nodes present on a plant when flowers reach full bloom and functional maturity, representing the structural development achieved by peak flowering. This node number at anthesis determines maximum reproductive capacity and affects pollination and fertilization success.",,,,Class,,,,,Plant,Node,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000809,Rate of node initiation at 25 oC,Plant trait data type,,RefNodeInitRate_pft,PlantTraitDataType.txt,"The rate of new node formation per unit time at a standardized temperature of 25 degrees Celsius, representing the intrinsic developmental tempo under optimal thermal conditions. This rate of node initiation at 25 degrees Celsius is used to calibrate temperature responses of structural development in vegetation models.",,,,Class,,h-1,Standard ambient temperature,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000810,Internode length:mass during growth,Plant trait data type,,NodeLenPergC_pft,PlantTraitDataType.txt,"The ratio of internode length to internode mass during active growth periods, representing stem construction efficiency and elongation patterns. This internode length to mass during growth affects plant height development and influences mechanical support per unit of biomass investment.",,,,Class,,m g-1,,Mass,Internode,,Growth,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000811,Parameter for allocation of growth to nodes,Plant trait data type,,FracGroth2Node_pft,PlantTraitDataType.txt,"The proportional fraction of total plant growth allocated to node development and associated structures, determining the investment in structural attachment points. This parameter for allocation of growth to nodes affects plant architecture and influences leaf and branch production capacity.",,,,Class,,,,,Plant,Node|Node,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000812,Number of concurrently growing nodes,Plant trait data type,,NumCogrowthNode_pft,PlantTraitDataType.txt,"The count of nodes that are simultaneously active in growth and development processes, representing the active growing points on a plant. This number of concurrently growing nodes affects resource distribution patterns and influences overall plant development rate.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000813,Minimum daily canopy water potential,Plant trait data type,,PSICanPDailyMin_pft,PlantTraitDataType.txt,"The lowest water potential value recorded in plant canopy tissues during a 24-hour period, representing the maximum water stress experienced daily. This minimum daily canopy water potential indicates drought stress severity and affects photosynthetic capacity and plant survival.",,,,Class,,MPa,Minimum,,Canopy,Water,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000814,Clumping factor for self-shading in canopy layer at current LAI,Plant trait data type,,ClumpFactorNow_pft,PlantTraitDataType.txt,"A factor quantifying the degree of foliage aggregation at the current leaf area index, affecting light penetration and internal shading within plant canopies. This clumping factor for self-shading in canopy layer at current leaf area index influences photosynthetic efficiency and canopy productivity.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000815,Clumping factor for self-shading in canopy layer,Plant trait data type,,ClumpFactor_pft,PlantTraitDataType.txt,A dimensionless parameter quantifying the degree of foliage aggregation that affects light distribution and internal shading within plant canopies. This clumping factor for self-shading in canopy layer influences photosynthetic light use efficiency and canopy carbon assimilation rates.,,,,Class,,,,,Canopy,Self shading,Clumping,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000816,Flag to detect canopy death,Plant trait data type,,iPlantShootState_pft,PlantTraitDataType.txt,"A binary indicator used to identify when plant canopy or shoot systems have died due to stress, damage, or natural senescence processes. This flag to detect canopy death enables tracking of shoot mortality and affects carbon allocation and ecosystem productivity.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000817,Maximum grain node number per branch,Plant trait data type,,MaxPotentSeedNumber_pft,PlantTraitDataType.txt,"The highest possible number of grain-bearing nodes that can develop on a single branch, representing the genetic potential for reproductive site formation. This maximum grain node number per branch determines yield potential and affects crop productivity under optimal growing conditions.",,,,Class,,,Maximum,Number,Branch,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000818,Maximum grain number per node,Plant trait data type,,MaxSeedNumPerSite_pft,PlantTraitDataType.txt,"The highest possible number of grains that can develop at a single node position, representing the genetic potential for seed production per reproductive site. This maximum grain number per node determines local seed density and affects overall reproductive output.",,,,Class,,,Maximum,Number|Grain number,Node,Grain,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000819,Maximum grain size,Plant trait data type,,MaxSeedCMass_pft,PlantTraitDataType.txt,"The largest possible individual grain mass that can be achieved under optimal growing conditions, representing the genetic potential for seed size. This maximum grain size affects seed quality and influences crop market value and nutritional content.",,,,Class,,g,Maximum,Mass,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000820,Number of nodes in seed,Plant trait data type,,ShootNodeNumAtPlanting_pft,PlantTraitDataType.txt,"The count of nodal points present in the embryonic structure of seeds at planting, representing the initial developmental potential for shoot formation. This number of nodes in seed determines initial growth capacity and affects early seedling establishment success.",,,,Class,,,,,Seed,Node,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000821,Grain size at seeding,Plant trait data type,,SeedCMass_pft,PlantTraitDataType.txt,"The individual mass of seeds used for planting, representing the initial resource endowment for seedling establishment and early growth. This grain size at seeding affects germination success and influences early seedling vigor and competitive ability.",,,,Class,,g,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000822,Maximum rate of fill per grain,Plant trait data type,,GrainFillRate25C_pft,PlantTraitDataType.txt,"The highest possible rate of mass accumulation in individual grains during the grain filling period, representing the genetic potential for seed development rate. This maximum rate of fill per grain determines harvest timing and affects final grain quality under optimal conditions.",,,,Class,,g h-1,Maximum,Rate,Grain,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000823,Flag to detect physiological maturity from grain fill,Plant trait data type,,HourFailGrainFill_brch,PlantTraitDataType.txt,"A binary indicator that signals when crops have reached physiological maturity based on grain filling completion, marking the end of active grain development. This flag to detect physiological maturity from grain fill determines harvest readiness and affects crop quality and yield optimization timing.",,,,Class,,,,,,Maturity,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000824,Counter for mobilizing nonstructural carbon during spring leafout/dehardening,Plant trait data type,,Hours2LeafOut_brch,PlantTraitDataType.txt,The accumulated time for mobilizing stored carbon reserves during spring dormancy break and leaf emergence processes. This counter for mobilizing nonstructural carbon during spring leafout and dehardening tracks the duration of carbon remobilization and affects seasonal growth initiation timing.,,,,Class,,h,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000825,Counter for mobilizing nonstructural carbon during autumn leafoff/hardening,Plant trait data type,,HoursDoingRemob_brch,PlantTraitDataType.txt,The accumulated time for mobilizing and storing carbon reserves during autumn leaf senescence and cold hardening processes. This counter for mobilizing nonstructural carbon during autumn leafoff and hardening tracks resource conservation timing and affects winter survival preparation.,,,,Class,,h,,,,Non-structural carbohydrate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000826,Plant branch growth stage,Plant trait data type,,iPlantCalendar_brch,PlantTraitDataType.txt,"A categorical indicator of the current developmental stage of individual plant branches, tracking phenological progression through growth phases. This plant branch growth stage determines resource allocation patterns and affects branch-specific physiological processes.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000827,Temperature below which seed set is adversely affected,Plant trait data type,,TCChill4Seed_pft,PlantTraitDataType.txt,"The critical low temperature threshold below which reproductive processes and seed formation are impaired, representing the cold sensitivity of reproductive development. This temperature below which seed set is adversely affected determines growing region suitability and affects crop yield potential under cool conditions.",,,,Class,,oC,,,,Temperature,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000828,Temperature above which seed set is adversely affected,Plant trait data type,,HighTempLimitSeed_pft,PlantTraitDataType.txt,"The critical high temperature threshold above which reproductive processes and seed formation are impaired, representing the heat sensitivity of reproductive development. This temperature above which seed set is adversely affected determines growing region suitability and affects crop yield potential under warming conditions.",,,,Class,,oC,,,Temperature,Seed set,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000829,Sensitivity to canopy temperature,Plant trait data type,,SeedTempSens_pft,PlantTraitDataType.txt,"The degree of seed development response to changes in canopy temperature, representing the thermal sensitivity of reproductive processes. This sensitivity to canopy temperature affects seed set success and influences reproductive output under temperature variability.",,,,Class,,oC-1,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000830,Critical daylength for phenological progress,Plant trait data type,,CriticPhotoPeriod_pft,PlantTraitDataType.txt,"The photoperiod threshold that triggers developmental transitions in plants, representing the minimum or maximum daylight duration required for phenological advancement. This critical daylength for phenological progress determines flowering and maturation timing and affects seasonal development patterns.",,,,Class,,h,Critical,,,Phenological progress,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000831,Difference between current and critical daylengths used to calculate phenological progress,Plant trait data type,,PhotoPeriodSens_pft,PlantTraitDataType.txt,The deviation between actual photoperiod and critical photoperiod thresholds that drives phenological development rates in photoperiod-sensitive plants. This difference between current and critical daylengths used to calculate phenological progress determines the pace of developmental transitions.,,,,Class,,h,Critical,,,,Phenological progress,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000832,Initial clumping factor for self-shading in canopy layer,Plant trait data type,,ClumpFactorInit_pft,PlantTraitDataType.txt,The initial degree of foliage aggregation at canopy establishment that affects light distribution and internal shading patterns. This initial clumping factor for self-shading in canopy layer determines early canopy light interception efficiency and influences seedling establishment success.,,,,Class,,,Initial,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000833,Number of hours below set temperature required for autumn leafoff/hardening,Plant trait data type,,HourReq4LeafOff_brch,PlantTraitDataType.txt,The accumulated chilling time below a critical temperature threshold required to initiate autumn dormancy and cold hardening processes. This number of hours below set temperature required for autumn leafoff and hardening determines seasonal dormancy timing and affects winter survival preparation.,,,,Class,,,,Temperature,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000834,Adjustment of Arhhenius curves for plant thermal acclimation,Plant trait data type,,TempOffset_pft,PlantTraitDataType.txt,A temperature adjustment factor applied to Arrhenius equations to account for plant thermal acclimation responses to changing temperature conditions. This adjustment of Arrhenius curves for plant thermal acclimation modifies physiological rate responses and affects plant adaptation to temperature variability.,,,,Class,,oC,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000835,Plant photosynthetic type (C3 or C4),Plant trait data type,,iPlantPhotosynthesisType,PlantTraitDataType.txt,"A categorical classification of plants based on their photosynthetic carbon fixation pathway, distinguishing between three-carbon and four-carbon photosynthetic mechanisms. This plant photosynthetic type determines temperature and carbon dioxide response patterns and affects water use efficiency.",,,,Class,,,,,,,,Category,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000836,"Plant growth type (vascular, non-vascular)",Plant trait data type,,iPlantRootProfile_pft,PlantTraitDataType.txt,A categorical classification of plants based on the presence or absence of specialized water and nutrient transport tissues. This plant growth type determines resource acquisition strategies and affects ecosystem structure and nutrient cycling patterns.,,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000837,Plant growth habit (annual or perennial),Plant trait data type,,iPlantPhenolPattern_pft,PlantTraitDataType.txt,"A categorical classification of plants based on their life cycle duration, distinguishing between single-season and multi-year growth patterns. This plant growth habit determines resource allocation strategies and affects ecosystem carbon storage and turnover rates.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000838,Temperature effect on diffusivity,Chemical transport data type,,TScal4Difsvity_vr,ChemTranspDataType.txt,A scaling factor quantifying how temperature changes affect the molecular diffusion rates of chemical species in environmental media. This temperature effect on diffusivity influences contaminant transport rates and affects chemical distribution patterns in soils and groundwater.,,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000839,Aqueous dispersivity scalar,Chemical transport data type,,DISP_3D,ChemTranspDataType.txt,A parameter representing the mixing and spreading of dissolved chemicals in water due to heterogeneity in flow paths and velocities. This aqueous dispersivity scalar affects contaminant plume development and influences solute transport modeling in groundwater systems.,,,,Class,,m,,Water,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000840,Gaseous diffusivity,Chemical transport data type,,GasDifc_vr,ChemTranspDataType.txt,"The rate of molecular diffusion of gaseous chemical species through environmental media, determining the spread of gases through air and porous materials. This gaseous diffusivity affects atmospheric chemical transport and influences air quality and greenhouse gas dynamics.",,,,Class,,m2 h-1,,Diffusivity,,[vector of chemicals],,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,For various gases?,,Vector,
BERVO:0000841,Solute diffusivity,Chemical transport data type,,SoluteDifusvty_vr,ChemTranspDataType.txt,"The rate of molecular diffusion of dissolved chemical species through liquid media, determining the spread of solutes in water and soil solutions. This solute diffusivity affects contaminant transport rates and influences nutrient and pollutant distribution in aquatic and terrestrial systems.",,,,Class,,m2 h-1,,Diffusivity,,[vector of chemicals],,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,For various solutes?  Is the solute specified by another attribute as in CORAL?,,Vector,
BERVO:0000843,Aqueous dissolved organic carbon diffusivity in soil,Chemical transport data type,,DOMdiffusivity_vr,ChemTranspDataType.txt,"The rate of molecular diffusion of dissolved organic carbon compounds through soil water, affecting the mobility of organic matter in terrestrial ecosystems. This aqueous dissolved organic carbon diffusivity in soil influences carbon cycling and affects soil organic matter distribution patterns.",,,,Class,,m2 h-1,,Diffusivity,Soil,Dissolved organic carbon,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,This is interesting because it's both aqueous and in soil.,,Vector,
BERVO:0000844,Water vapor diffusivity in soil,Chemical transport data type,,WVapDifusvitySoil_vr,ChemTranspDataType.txt,"The rate of molecular diffusion of water vapor through soil pores and air spaces, affecting moisture transport and evaporation from soil surfaces. This water vapor diffusivity in soil influences soil drying patterns and affects plant water availability and root zone hydrology.",,,,Class,,m2 h-1,,Diffusivity,Soil,Water vapor,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
